Player,country,Nation,Squad,Age,Weekly Wages,Annual Wages,Year,
Kofi Opare,ca,CAN,Colorado Rapids,28,"$1,351 ","$70,250 ",2019,
Sam Raben,us,USA,Colorado Rapids,21,"$1,351 ","$70,250 ",2019,
Antonio Bustamante,bo,BOL,DC United,24,"$1,351 ","$70,250 ",2019,
Earl Edwards Jr.,us,USA,DC United,30,"$1,351 ","$70,250 ",2019,
Griffin Yow,us,USA,DC United,16,"$1,351 ","$70,250 ",2019,
Oniel Fisher,jm,JAM,DC United,30,"$1,351 ","$70,250 ",2019,
Quincy Amarikwa,us,USA,DC United,31,"$1,351 ","$70,250 ",2019,
R. J. Allen,us,USA,Philadelphia Union,28,"$1,351 ","$70,250 ",2019,
Greg Ranjitsingh,tt,TRI,Orlando City SC,25,"$1,351 ","$70,250 ",2019,
Kyle Smith,us,USA,Orlando City SC,27,"$1,351 ","$70,250 ",2019,
Adrian Zendejas,mx,MEX,Sporting Kansas City,23,"$1,351 ","$70,250 ",2019,
Eric Dick,us,USA,Sporting Kansas City,24,"$1,351 ","$70,250 ",2019,
Tyler Freeman,us,USA,Sporting Kansas City,16,"$1,351 ","$70,250 ",2019,
Connor Maloney,us,USA,Columbus Crew,23,"$1,351 ","$70,250 ",2019,
Jonathan Campbell,us,USA,Seattle Sounders FC,25,"$1,351 ","$70,250 ",2019,
Justin Dhillon,us,USA,Seattle Sounders FC,23,"$1,351 ","$70,250 ",2019,
Luis Silva,mx,MEX,Seattle Sounders FC,30,"$1,351 ","$70,250 ",2019,
Saad Abdul-Salaam,us,USA,Seattle Sounders FC,27,"$1,351 ","$70,250 ",2019,
Dan Bedoya,co,COL,New York City FC,24,"$1,351 ","$70,250 ",2019,
Juan Pablo Torres,us,USA,New York City FC,19,"$1,351 ","$70,250 ",2019,
Evan Louro,us,USA,New York Red Bulls,23,"$1,351 ","$70,250 ",2019,
Jean-Christophe Koffi,ci,CIV,New York Red Bulls,24,"$1,351 ","$70,250 ",2019,
Kyle Duncan,us,USA,New York Red Bulls,21,"$1,351 ","$70,250 ",2019,
Marcus Epps,us,USA,New York Red Bulls,24,"$1,351 ","$70,250 ",2019,
Peter-Lee Vassell,jm,JAM,LAFC,20,"$1,351 ","$70,250 ",2019,
Tristan Blackmon,us,USA,LAFC,22,"$1,351 ","$70,250 ",2019,
Dayne St. Clair,ca,CAN,Minnesota United,21,"$1,351 ","$70,250 ",2019,
Lawrence Olum,ke,KEN,Minnesota United,34,"$1,351 ","$70,250 ",2019,
Sean Melvin,ca,CAN,Vancouver Whitecaps,24,"$1,351 ","$70,250 ",2019,
Tosaint Ricketts,ca,CAN,Vancouver Whitecaps,31,"$1,351 ","$70,250 ",2019,
Andrés Flores,sv,SLV,Portland Timbers,28,"$1,351 ","$70,250 ",2019,
Kendall McIntosh,us,USA,Portland Timbers,25,"$1,351 ","$70,250 ",2019,
Modou Jadama,us,USA,Portland Timbers,24,"$1,351 ","$70,250 ",2019,
Renzo Zambrano,ve,VEN,Portland Timbers,24,"$1,351 ","$70,250 ",2019,
Emil Cuello,us,USA,LA Galaxy,22,"$1,351 ","$70,250 ",2019,
Matt Lampson,us,USA,LA Galaxy,29,"$1,351 ","$70,250 ",2019,
Servando Carrasco,us,USA,LA Galaxy,30,"$1,351 ","$70,250 ",2019,
Corben Bone,us,USA,FC Cincinnati,30,"$1,351 ","$70,250 ",2019,
Forrest Lasso,us,USA,FC Cincinnati,25,"$1,351 ","$70,250 ",2019,
Jimmy McLaughlin,us,USA,FC Cincinnati,29,"$1,351 ","$70,250 ",2019,
Justin Hoyte,tt,TRI,FC Cincinnati,34,"$1,351 ","$70,250 ",2019,
Nazmi Albadawi,ps,PLE,FC Cincinnati,27,"$1,351 ","$70,250 ",2019,
David Ochoa,us,USA,Real Salt Lake,18,"$1,351 ","$70,250 ",2019,
Erik Holt,us,USA,Real Salt Lake,22,"$1,351 ","$70,250 ",2019,
Justin Portillo,us,USA,Real Salt Lake,26,"$1,351 ","$70,250 ",2019,
Tate Schmitt,us,USA,Real Salt Lake,21,"$1,351 ","$70,250 ",2019,
Amando Moreno,sv,SLV,Chicago Fire,23,"$1,351 ","$70,250 ",2019,
Diego Campos,cr,CRC,Chicago Fire,23,"$1,351 ","$70,250 ",2019,
Raheem Edwards,ca,CAN,Chicago Fire,23,"$1,351 ","$70,250 ",2019,
Stefan Cleveland,us,USA,Chicago Fire,24,"$1,351 ","$70,250 ",2019,
Ballou Tabla,ca,CAN,Montreal Impact,19,"$1,351 ","$70,250 ",2019,
James Pantemis,ca,CAN,Montreal Impact,25,"$1,351 ","$70,250 ",2019,
Jason Beaulieu,ca,CAN,Montreal Impact,28,"$1,351 ","$70,250 ",2019,
Corey Baird,us,USA,Real Salt Lake,23,"$1,346 ","$70,008 ",2019,
Brenden Aaronson,us,USA,Philadelphia Union,18,"$1,346 ","$70,000 ",2019,
Matt Freese,us,USA,Philadelphia Union,20,"$1,346 ","$70,000 ",2019,
Matt Hundley,us,USA,Colorado Rapids,18,"$1,250 ","$65,000 ",2019,
Jacob Akanyirige,us,USA,San Jose Earthquakes,20,"$1,197 ","$62,225 ",2019,
Clement Bayiha,ca,CAN,Montreal Impact,19,"$1,188 ","$61,750 ",2019,
Gaga Slonina,us,USA,Chicago Fire,17,"$1,154 ","$60,000 ",2019,
Brandon Bye,us,USA,New England Revolution,23,"$1,153 ","$59,950 ",2019,
